DateTime,Electricity_Demand,Temperature,Air_Pressure,Wind_Speed,Total_Pop,Unemployment_Rate,Solar_PV_penetration,sin365,cos365,sin365_2,cos365_2,dayHour,Season
4/4/15 16:00,56504.12859,26.79,1014,6,1305178.4,5.27,0.002223,-0.115143633,-0.993348853,0.228755592,0.973483888,16,2
4/4/15 17:00,56497.93526,25.55,1014,5,1305178.4,5.27,0.002223,-0.116567515,-0.99318277,0.231545695,0.972824029,17,2
4/4/15 18:00,56709.0989,24.56,1015,4,1305178.4,5.27,0.002223,-0.117991157,-0.993014646,0.234333894,0.972156174,18,2
4/4/15 19:00,56169.98418,22.88,1016,3,1305178.4,5.27,0.002223,-0.119414557,-0.992844481,0.237120168,0.971480327,19,2
4/4/15 20:00,55466.48372,22.12,1016,4,1305178.4,5.27,0.002223,-0.120837712,-0.992672276,0.239904492,0.970796495,20,2
4/4/15 21:00,54644.09648,21.77,1016,4,1305178.4,5.27,0.002223,-0.122260618,-0.992498031,0.242686845,0.970104683,21,2
4/4/15 22:00,53593.73445,21.32,1017,5,1305178.4,5.27,0.002223,-0.123683273,-0.992321746,0.245467202,0.969404896,22,2
4/4/15 23:00,52626.1713,20.66,1017,5,1305178.4,5.27,0.002223,-0.125105673,-0.992143422,0.248245542,0.968697141,23,2
5/4/15 0:00,52034.93177,19.93,1017,4,1305178.4,5.27,0.002223,-0.126527817,-0.99196306,0.251021841,0.967981423,0,2
5/4/15 1:00,51662.25305,19.19,1018,3,1304906.2,5.26,0.002234,-0.1279497,-0.991780658,0.253796076,0.967257748,1,2
5/4/15 2:00,51570.51848,18.19,1018,3,1304906.2,5.26,0.002234,-0.129371321,-0.991596219,0.256568226,0.966526123,2,2
5/4/15 3:00,51484.27106,18.45,1018,4,1304906.2,5.26,0.002234,-0.130792676,-0.991409742,0.259338266,0.965786552,3,2
5/4/15 4:00,51748.11255,17.89,1018,4,1304906.2,5.26,0.002234,-0.132213762,-0.991221227,0.262106175,0.965039042,4,2
5/4/15 5:00,52454.49724,18.03,1018,5,1304906.2,5.26,0.002234,-0.133634576,-0.991030676,0.264871929,0.9642836,5,2
5/4/15 6:00,53706.9126,19.35,1019,6,1304906.2,5.26,0.002234,-0.135055116,-0.990838088,0.267635505,0.963520231,6,2
5/4/15 7:00,54374.21468,20.12,1019,7,1304906.2,5.26,0.002234,-0.136475378,-0.990643463,0.270396882,0.962748942,7,2
5/4/15 8:00,54699.1086,23.4,1020,7,1304906.2,5.26,0.002234,-0.13789536,-0.990446803,0.273156036,0.96196974,8,2
5/4/15 9:00,55247.81925,25.82,1020,6,1304906.2,5.26,0.002234,-0.139315058,-0.990248108,0.275912945,0.961182629,9,2
5/4/15 10:00,55401.11106,26.34,1020,5,1304906.2,5.26,0.002234,-0.14073447,-0.990047377,0.278667586,0.960387618,10,2
5/4/15 11:00,55933.71735,27.72,1020,5,1304906.2,5.26,0.002234,-0.142153593,-0.989844612,0.281419936,0.959584712,11,2
5/4/15 12:00,56169.47472,28.12,1016,0,1304906.2,5.26,0.002234,-0.143572423,-0.989639813,0.284169972,0.958773918,12,2
5/4/15 13:00,57102.06046,29.52,1018,5,1304906.2,5.26,0.002234,-0.144990959,-0.98943298,0.286917673,0.957955244,13,2
5/4/15 14:00,56791.27118,28.97,1015,0,1304906.2,5.26,0.002234,-0.146409197,-0.989224114,0.289663016,0.957128694,14,2
5/4/15 15:00,57102.69303,29.4,1015,0,1304906.2,5.26,0.002234,-0.147827133,-0.989013215,0.292405977,0.956294277,15,2
5/4/15 16:00,57293.11439,29.17,1015,0,1304906.2,5.26,0.002234,-0.149244766,-0.988800283,0.295146535,0.955451999,16,2
5/4/15 17:00,57467.40095,28.56,1015,0,1304906.2,5.26,0.002234,-0.150662093,-0.988585319,0.297884666,0.954601868,17,2
5/4/15 18:00,57476.02591,27.26,1018,6,1304906.2,5.26,0.002234,-0.152079109,-0.988368324,0.300620349,0.953743889,18,2
5/4/15 19:00,57535.93723,27.69,1015,0,1304906.2,5.26,0.002234,-0.153495814,-0.988149298,0.303353561,0.95287807,19,2
5/4/15 20:00,56704.85329,26.73,1018,6,1304906.2,5.26,0.002234,-0.154912202,-0.987928241,0.306084279,0.952004419,20,2
5/4/15 21:00,55624.29696,25.61,1018,5,1304906.2,5.26,0.002234,-0.156328273,-0.987705154,0.308812481,0.951122942,21,2
5/4/15 22:00,54805.1035,25.96,1018,6,1304906.2,5.26,0.002234,-0.157744022,-0.987480037,0.311538145,0.950233647,22,2
5/4/15 23:00,53741.0057,25.25,1018,4,1304906.2,5.26,0.002234,-0.159159447,-0.987252891,0.314261248,0.949336541,23,2
6/4/15 0:00,54046.71132,24.74,1018,4,1304906.2,5.26,0.002234,-0.160574545,-0.987023716,0.316981767,0.948431631,0,2
6/4/15 1:00,53554.54756,24.02,1018,4,1304634,5.25,0.002245,-0.161989312,-0.986792512,0.319699681,0.947518925,1,2
6/4/15 2:00,53281.80169,23.47,1018,5,1304634,5.25,0.002245,-0.163403747,-0.986559281,0.322414967,0.946598431,2,2
6/4/15 3:00,53225.9034,23.49,1018,4,1304634,5.25,0.002245,-0.164817847,-0.986324023,0.325127603,0.945670155,3,2
6/4/15 4:00,53316.68926,22.54,1018,2,1304634,5.25,0.002245,-0.166231607,-0.986086737,0.327837566,0.944734106,4,2
6/4/15 5:00,54027.37088,22.48,1018,2,1304634,5.25,0.002245,-0.167645026,-0.985847425,0.330544834,0.943790291,5,2
6/4/15 6:00,55265.33222,21.2,1018,2,1304634,5.25,0.002245,-0.1690581,-0.985606087,0.333249386,0.942838717,6,2
6/4/15 7:00,56026.35719,21.84,1015,0,1304634,5.25,0.002245,-0.170470827,-0.985362724,0.335951197,0.941879394,7,2
6/4/15 8:00,56131.81021,22.95,1019,2,1304634,5.25,0.002245,-0.171883204,-0.985117335,0.338650248,0.940912328,8,2
6/4/15 9:00,56434.3699,24.67,1019,1,1304634,5.25,0.002245,-0.173295227,-0.984869922,0.341346514,0.939937528,9,2
6/4/15 10:00,56880.81898,26.25,1019,2,1304634,5.25,0.002245,-0.174706895,-0.984620486,0.344039975,0.938955002,10,2
6/4/15 11:00,57228.58457,26.96,1018,4,1304634,5.25,0.002245,-0.176118203,-0.984369026,0.346730608,0.937964757,11,2
6/4/15 12:00,57613.1176,27.83,1017,3,1304634,5.25,0.002245,-0.177529149,-0.984115543,0.34941839,0.936966802,12,2
6/4/15 13:00,58100.67545,28.7,1016,3,1304634,5.25,0.002245,-0.178939731,-0.983860037,0.3521033,0.935961146,13,2
6/4/15 14:00,57743.67593,27.75,1016,4,1304634,5.25,0.002245,-0.180349944,-0.98360251,0.354785316,0.934947795,14,2
6/4/15 15:00,57587.89083,26.98,1016,6,1304634,5.25,0.002245,-0.181759788,-0.983342961,0.357464416,0.933926759,15,2
6/4/15 16:00,57157.00605,24.62,1016,4,1304634,5.25,0.002245,-0.183169257,-0.983081392,0.360140577,0.932898046,16,2
6/4/15 17:00,57041.87042,21.48,1016,5,1304634,5.25,0.002245,-0.18457835,-0.982817802,0.362813777,0.931861665,17,2
6/4/15 18:00,57498.17298,17.6,1017,7,1304634,5.25,0.002245,-0.185987064,-0.982552193,0.365483996,0.930817624,18,2
6/4/15 19:00,57404.87582,16.39,1018,6,1304634,5.25,0.002245,-0.187395396,-0.982284564,0.36815121,0.929765931,19,2
6/4/15 20:00,56955.44506,15.28,1019,3,1304634,5.25,0.002245,-0.188803343,-0.982014917,0.370815398,0.928706596,20,2
6/4/15 21:00,56244.37871,14.54,1020,5,1304634,5.25,0.002245,-0.190210901,-0.981743252,0.373476537,0.927639626,21,2
6/4/15 22:00,55350.40715,13.95,1020,5,1304634,5.25,0.002245,-0.191618069,-0.981469569,0.376134607,0.926565031,22,2
6/4/15 23:00,54557.18385,13.62,1020,4,1304634,5.25,0.002245,-0.193024843,-0.98119387,0.378789585,0.92548282,23,2
7/4/15 0:00,55268.6952,13.36,1020,4,1304634,5.25,0.002245,-0.19443122,-0.980916154,0.381441449,0.924393001,0,2
7/4/15 1:00,54864.01181,13.29,1020,4,1304361.8,5.24,0.002256,-0.195837198,-0.980636422,0.384090178,0.923295584,1,2
7/4/15 2:00,54763.57268,13.04,1020,6,1304361.8,5.24,0.002256,-0.197242773,-0.980354675,0.386735749,0.922190577,2,2
7/4/15 3:00,54955.60504,12.18,1020,5,1304361.8,5.24,0.002256,-0.198647943,-0.980070913,0.389378142,0.92107799,3,2
7/4/15 4:00,55540.57953,11.08,1021,5,1304361.8,5.24,0.002256,-0.200052705,-0.979785137,0.392017333,0.919957831,4,2
7/4/15 5:00,56347.44551,11.16,1021,6,1304361.8,5.24,0.002256,-0.201457055,-0.979497348,0.394653302,0.91883011,5,2
7/4/15 6:00,57921.31494,10.49,1021,5,1304361.8,5.24,0.002256,-0.202860992,-0.979207546,0.397286028,0.917694836,6,2
7/4/15 7:00,58476.36572,11.16,1021,5,1304361.8,5.24,0.002256,-0.204264511,-0.978915732,0.399915487,0.916552019,7,2
7/4/15 8:00,58334.9682,11.07,1022,3,1304361.8,5.24,0.002256,-0.205667611,-0.978621905,0.402541659,0.915401667,8,2
7/4/15 9:00,58177.87145,11.15,1022,3,1304361.8,5.24,0.002256,-0.207070289,-0.978326068,0.405164522,0.914243791,9,2
7/4/15 10:00,57892.7916,12.34,1022,2,1304361.8,5.24,0.002256,-0.20847254,-0.97802822,0.407784055,0.9130784,10,2
7/4/15 11:00,57791.7739,12.86,1022,4,1304361.8,5.24,0.002256,-0.209874364,-0.977728363,0.410400236,0.911905503,11,2
7/4/15 12:00,57845.19577,12.6,1021,3,1304361.8,5.24,0.002256,-0.211275756,-0.977426496,0.413013043,0.91072511,12,2
7/4/15 13:00,57771.28498,12.92,1021,4,1304361.8,5.24,0.002256,-0.212676713,-0.977122621,0.415622455,0.909537231,13,2
7/4/15 14:00,57732.2437,12.49,1021,0,1304361.8,5.24,0.002256,-0.214077234,-0.976816737,0.418228451,0.908341876,14,2
7/4/15 15:00,57867.42556,11.95,1021,4,1304361.8,5.24,0.002256,-0.215477315,-0.976508846,0.420831009,0.907139053,15,2
7/4/15 16:00,58226.53267,10.91,1021,5,1304361.8,5.24,0.002256,-0.216876953,-0.976198949,0.423430107,0.905928774,16,2
7/4/15 17:00,58593.98543,10.63,1022,6,1304361.8,5.24,0.002256,-0.218276145,-0.975887045,0.426025725,0.904711049,17,2
7/4/15 18:00,59460.90777,9.23,1023,7,1304361.8,5.24,0.002256,-0.219674889,-0.975573136,0.428617841,0.903485886,18,2
7/4/15 19:00,59353.28573,9.3,1024,5,1304361.8,5.24,0.002256,-0.221073182,-0.975257222,0.431206434,0.902253297,19,2
7/4/15 20:00,58813.71665,9.06,1024,4,1304361.8,5.24,0.002256,-0.22247102,-0.974939303,0.433791482,0.901013291,20,2
7/4/15 21:00,58070.05249,9.11,1025,7,1304361.8,5.24,0.002256,-0.2238684,-0.974619382,0.436372964,0.899765879,21,2
7/4/15 22:00,57322.29085,8.46,1025,5,1304361.8,5.24,0.002256,-0.225265321,-0.974297457,0.438950859,0.89851107,22,2
7/4/15 23:00,56538.20208,8.3,1025,5,1304361.8,5.24,0.002256,-0.226661779,-0.97397353,0.441525146,0.897248876,23,2
8/4/15 0:00,55967.40899,8.6,1025,5,1304361.8,5.24,0.002256,-0.228057771,-0.973647602,0.444095804,0.895979306,0,2
8/4/15 1:00,55360.04908,9.53,1025,3,1304089.6,5.23,0.002267,-0.229453295,-0.973319673,0.446662811,0.894702371,1,2
8/4/15 2:00,55204.72961,9.6,1025,3,1304089.6,5.23,0.002267,-0.230848347,-0.972989743,0.449226147,0.893418082,2,2
8/4/15 3:00,55257.34337,9.28,1025,4,1304089.6,5.23,0.002267,-0.232242924,-0.972657815,0.45178579,0.892126448,3,2
8/4/15 4:00,55670.08246,8.76,1025,4,1304089.6,5.23,0.002267,-0.233637024,-0.972323887,0.454341719,0.890827482,4,2
8/4/15 5:00,56476.57492,8.74,1026,3,1304089.6,5.23,0.002267,-0.235030644,-0.971987961,0.456893913,0.889521192,5,2
8/4/15 6:00,57861.78664,8.94,1026,3,1304089.6,5.23,0.002267,-0.236423781,-0.971650038,0.459442352,0.888207591,6,2
8/4/15 7:00,58448.48658,9.57,1027,0,1304089.6,5.23,0.002267,-0.237816433,-0.971310117,0.461987014,0.886886689,7,2
8/4/15 8:00,58363.31567,9.37,1026,4,1304089.6,5.23,0.002267,-0.239208595,-0.970968201,0.464527879,0.885558496,8,2
8/4/15 9:00,58024.89007,10.46,1027,2,1304089.6,5.23,0.002267,-0.240600266,-0.97062429,0.467064925,0.884223024,9,2
8/4/15 10:00,58090.32438,10.28,1026,3,1304089.6,5.23,0.002267,-0.241991443,-0.970278384,0.469598132,0.882880283,10,2
8/4/15 11:00,57854.59903,11.73,1025,4,1304089.6,5.23,0.002267,-0.243382122,-0.969930483,0.472127478,0.881530286,11,2
8/4/15 12:00,57994.64854,11.44,1024,3,1304089.6,5.23,0.002267,-0.244772301,-0.96958059,0.474652944,0.880173041,12,2
8/4/15 13:00,58244.26346,11.24,1024,0,1304089.6,5.23,0.002267,-0.246161977,-0.969228704,0.477174508,0.878808562,13,2
8/4/15 14:00,58180.69883,11.21,1023,3,1304089.6,5.23,0.002267,-0.247551147,-0.968874827,0.479692149,0.877436859,14,2
8/4/15 15:00,58216.48377,11.61,1023,3,1304089.6,5.23,0.002267,-0.248939809,-0.968518958,0.482205848,0.876057943,15,2
8/4/15 16:00,58645.0136,10.78,1023,2,1304089.6,5.23,0.002267,-0.250327958,-0.968161099,0.484715583,0.874671826,16,2
8/4/15 17:00,58943.98625,10.81,1024,4,1304089.6,5.23,0.002267,-0.251715594,-0.96780125,0.487221333,0.87327852,17,2
8/4/15 18:00,59446.84426,10.47,1024,4,1304089.6,5.23,0.002267,-0.253102712,-0.967439413,0.489723078,0.871878034,18,2
8/4/15 19:00,59376.97886,10.19,1024,0,1304089.6,5.23,0.002267,-0.25448931,-0.967075587,0.492220798,0.870470382,19,2
8/4/15 20:00,58898.80355,9.68,1025,0,1304089.6,5.23,0.002267,-0.255875385,-0.966709774,0.494714471,0.869055575,20,2
8/4/15 21:00,57938.8501,10.35,1024,0,1304089.6,5.23,0.002267,-0.257260934,-0.966341974,0.497204078,0.867633623,21,2
8/4/15 22:00,57302.31298,8.84,1024,0,1304089.6,5.23,0.002267,-0.258645955,-0.965972189,0.499689598,0.86620454,22,2
8/4/15 23:00,56885.31478,7.21,1024,0,1304089.6,5.23,0.002267,-0.260030444,-0.965600419,0.502171011,0.864768337,23,2
9/4/15 0:00,56531.26309,6.57,1024,0,1304089.6,5.23,0.002267,-0.261414399,-0.965226664,0.504648295,0.863325025,0,2
9/4/15 1:00,56012.22366,6.69,1024,0,1303817.4,5.22,0.002278,-0.262797816,-0.964850925,0.507121432,0.861874616,1,2
9/4/15 2:00,56307.85813,5.21,1024,0,1303817.4,5.22,0.002278,-0.264180693,-0.964473204,0.509590399,0.860417123,2,2
9/4/15 3:00,56027.57368,5.87,1024,0,1303817.4,5.22,0.002278,-0.265563028,-0.964093501,0.512055178,0.858952557,3,2
9/4/15 4:00,56579.05917,5.28,1024,0,1303817.4,5.22,0.002278,-0.266944817,-0.963711816,0.514515748,0.85748093,4,2
9/4/15 5:00,57528.20473,5.03,1024,0,1303817.4,5.22,0.002278,-0.268326057,-0.963328151,0.516972088,0.856002255,5,2
9/4/15 6:00,58826.90238,5.68,1025,0,1303817.4,5.22,0.002278,-0.269706745,-0.962942507,0.519424179,0.854516543,6,2
9/4/15 7:00,58640.76576,9.2,1025,0,1303817.4,5.22,0.002278,-0.27108688,-0.962554883,0.521872,0.853023807,7,2
9/4/15 8:00,57910.98155,11.96,1025,0,1303817.4,5.22,0.002278,-0.272466457,-0.962165282,0.524315531,0.851524059,8,2
9/4/15 9:00,57442.04018,14.08,1025,1,1303817.4,5.22,0.002278,-0.273845475,-0.961773703,0.526754753,0.850017312,9,2
9/4/15 10:00,57289.66909,14.59,1025,0,1303817.4,5.22,0.002278,-0.27522393,-0.961380148,0.529189644,0.848503577,10,2
9/4/15 11:00,56997.9253,16.76,1024,0,1303817.4,5.22,0.002278,-0.276601819,-0.960984617,0.531620186,0.846982868,11,2
9/4/15 12:00,56908.14542,18.21,1022,0,1303817.4,5.22,0.002278,-0.277979139,-0.960587111,0.534046357,0.845455196,12,2
9/4/15 13:00,57104.50932,18.03,1021,0,1303817.4,5.22,0.002278,-0.279355889,-0.960187631,0.536468138,0.843920575,13,2
9/4/15 14:00,57052.80121,18.3,1020,0,1303817.4,5.22,0.002278,-0.280732064,-0.959786178,0.53888551,0.842379016,14,2
9/4/15 15:00,57159.39151,19.45,1019,4,1303817.4,5.22,0.002278,-0.282107663,-0.959382753,0.541298452,0.840830533,15,2
9/4/15 16:00,57532.82981,18.44,1019,4,1303817.4,5.22,0.002278,-0.283482681,-0.958977356,0.543706945,0.839275139,16,2
9/4/15 17:00,58007.8215,17.14,1018,4,1303817.4,5.22,0.002278,-0.284857118,-0.958569988,0.546110968,0.837712845,17,2
9/4/15 18:00,58850.66225,14.35,1019,4,1303817.4,5.22,0.002278,-0.286230968,-0.958160651,0.548510502,0.836143666,18,2
9/4/15 19:00,58759.5696,14.11,1019,4,1303817.4,5.22,0.002278,-0.287604231,-0.957749344,0.550905527,0.834567613,19,2
9/4/15 20:00,58359.12843,13.23,1019,4,1303817.4,5.22,0.002278,-0.288976902,-0.957336069,0.553296024,0.8329847,20,2
9/4/15 21:00,57753.8884,12.59,1019,5,1303817.4,5.22,0.002278,-0.29034898,-0.956920827,0.555681972,0.83139494,21,2
9/4/15 22:00,56832.10132,12.46,1019,5,1303817.4,5.22,0.002278,-0.291720461,-0.956503619,0.558063353,0.829798345,22,2
9/4/15 23:00,56104.23975,11.86,1018,4,1303817.4,5.22,0.002278,-0.293091343,-0.956084444,0.560440147,0.82819493,23,2
10/4/15 0:00,55625.03536,11.76,1018,4,1303817.4,5.22,0.002278,-0.294461622,-0.955663305,0.562812334,0.826584707,0,2
10/4/15 1:00,55352.82138,11.3,1018,2,1303545.2,5.21,0.002289,-0.295831296,-0.955240202,0.565179894,0.824967689,1,2
10/4/15 2:00,54963.04977,12.63,1017,1,1303545.2,5.21,0.002289,-0.297200362,-0.954815136,0.567542808,0.82334389,2,2
10/4/15 3:00,54940.68833,12.5,1017,1,1303545.2,5.21,0.002289,-0.298568817,-0.954388108,0.569901058,0.821713323,3,2
10/4/15 4:00,55167.15946,12.6,1017,0,1303545.2,5.21,0.002289,-0.299936659,-0.953959119,0.572254622,0.820076001,4,2
10/4/15 5:00,55813.56214,12.83,1017,6,1303545.2,5.21,0.002289,-0.301303885,-0.953528169,0.574603483,0.818431938,5,2
10/4/15 6:00,56846.42466,14.27,1017,5,1303545.2,5.21,0.002289,-0.302670491,-0.95309526,0.57694762,0.816781148,6,2
10/4/15 7:00,57407.31654,14.86,1017,6,1303545.2,5.21,0.002289,-0.304036475,-0.952660392,0.579287015,0.815123644,7,2
10/4/15 8:00,57114.95601,16.01,1017,0,1303545.2,5.21,0.002289,-0.305401835,-0.952223566,0.581621648,0.813459439,8,2
10/4/15 9:00,56860.09107,17.45,1017,0,1303545.2,5.21,0.002289,-0.306766566,-0.951784783,0.5839515,0.811788547,9,2
10/4/15 10:00,56808.11009,19.19,1016,6,1303545.2,5.21,0.002289,-0.308130668,-0.951344045,0.586276552,0.810110983,10,2
10/4/15 11:00,56914.89823,20.48,1015,7,1303545.2,5.21,0.002289,-0.309494136,-0.950901351,0.588596784,0.80842676,11,2
